"","mRNA","logFC","FDR","Delta","IDH Wildtype","IDH Mutant","start","end"
"ENSG00000100985","ENSG00000100985",-2.67884125413921,1.27848624053987e-151,-1700.042370333,634.618556701031,100.200460829493,46008908,46016561
"ENSG00000130513","ENSG00000130513",-3.26650986088048,7.16895999028462e-231,-1719.49752583936,526.40206185567,51.6520737327189,18374731,18389176
"ENSG00000164220","ENSG00000164220",-3.88568479094885,0,-1737.1013945846,447.051546391753,28.7880184331797,76615482,76623413
"ENSG00000186973","ENSG00000186973",-5.12675990075037,0,-1749.75786880661,341.298969072165,8.36405529953917,43145153,43156396
"ENSG00000225649","ENSG00000225649",-3.77102556780846,6.95175777655326e-312,-1761.22444637553,467.041237113402,34.9884792626728,12780593,13007029
"ENSG00000147246","ENSG00000147246",-2.86136591342205,7.28234296967624e-175,-1762.30641649134,615.896907216495,112.115207373272,114584078,114910061
"ENSG00000129038","ENSG00000129038",-2.86104487936322,1.5570968736262e-174,-1813.34204266362,633.80412371134,83.9585253456221,73925989,73952137
"ENSG00000163071","ENSG00000163071",-3.37664430267724,5.60606640186955e-248,-1841.66357559937,545.412371134021,52.1082949308756,52051304,52097299
"ENSG00000164778","ENSG00000164778",-2.90535102914723,3.31627799396934e-180,-1859.66427523395,640.082474226804,76.573732718894,155458129,155464831
"ENSG00000157330","ENSG00000157330",-4.14973204285556,0,-1867.03717334333,449.917525773196,21.9700460829493,12746200,12763699
"ENSG00000149948","ENSG00000149948",-5.61483038457636,0,-1873.79045751672,333.721649484536,6.86866359447005,65824460,65966291
"ENSG00000111087","ENSG00000111087",-3.61780433697214,5.41645499888289e-286,-1902.96508124734,526,39.2235023041475,57459785,57472268
"ENSG00000237807","ENSG00000237807",-2.8004961863633,5.80031318881257e-167,-1953.33165444105,697.494845360825,96.6774193548387,53493523,53524336
"ENSG00000106004","ENSG00000106004",-4.551099284235,0,-1960.30390922291,430.731958762887,17.3410138248848,27141052,27143681
"ENSG00000235718","ENSG00000235718",-6.55984431475366,0,-1960.78480476255,298.907216494845,4.20276497695852,119338942,119346705
"ENSG00000169245","ENSG00000169245",-2.83657847352589,1.08316639109115e-171,-1971.94841448733,695.185567010309,101.523041474654,76021118,76023497
"ENSG00000213085","ENSG00000213085",-5.34996656428811,0,-1977.88815424676,369.701030927835,8.86175115207373,159872364,159900165
"ENSG00000132554","ENSG00000132554",-4.11333068271589,0,-1978.80889668303,481.072164948454,27.463133640553,99960936,100131268
"ENSG00000180818","ENSG00000180818",-5.66285170772376,0,-2014.3405703433,355.711340206186,6.64746543778802,53985065,53990279
"ENSG00000111012","ENSG00000111012",-3.58942194959549,3.3990816351248e-282,-2039.49475002016,568.19587628866,54.1866359447005,57762334,57768986
"ENSG00000138435","ENSG00000138435",-3.91450595189143,0,-2057.05269985321,525.494845360825,36.5322580645161,174747592,174787935
"ENSG00000161798","ENSG00000161798",-5.13218440584808,0,-2078.7992299564,405.051546391753,11.5599078341014,49961872,49965682
"ENSG00000164651","ENSG00000164651",-4.59155077001944,0,-2126.45603341839,463.123711340206,20.2511520737327,20782279,20786886
"ENSG00000132000","ENSG00000132000",-3.72695960641801,1.37340985872882e-304,-2151.99258346254,577.412371134021,44.5046082949309,13931187,13953392
"ENSG00000046604","ENSG00000046604",-4.83834666266558,0,-2162.292039449,446.907216494845,16.1198156682028,31498177,31549008
"ENSG00000257017","ENSG00000257017",-4.85600669916412,0,-2255.08946155203,464.39175257732,15.594470046083,72054505,72061055
"ENSG00000007171","ENSG00000007171",-2.53993677935681,1.44439704235444e-135,-2315.74153497688,911.731958762887,159.373271889401,27756766,27800529
"ENSG00000164972","ENSG00000164972",-3.20573159314873,6.67574198103348e-223,-2325.37820986733,725.381443298969,80.6774193548387,34379019,34397810
"ENSG00000225511","ENSG00000225511",-5.58486276273234,0,-2348.3484278718,420.484536082474,9.52073732718894,92141298,92160114
"ENSG00000188257","ENSG00000188257",-4.61226572699086,0,-2369.75360104918,513.79381443299,21.8018433179723,19975431,19980416
"ENSG00000164294","ENSG00000164294",-3.55975299561439,1.80811099413732e-277,-2373.98826322989,666.896907216495,56.0668202764977,55160167,55167297
"ENSG00000115507","ENSG00000115507",-3.24056763685909,5.08452350813697e-228,-2376.00423609336,733.20618556701,77.1705069124424,63050057,63057836
"ENSG00000157856","ENSG00000157856",-4.14669929005128,0,-2385.03608341496,575.164948453608,31.2096774193548,26401920,26456711
"ENSG00000159212","ENSG00000159212",-4.93805894809061,0,-2425.70691564505,491.226804123711,20.5230414746544,34668994,34718227
"ENSG00000176076","ENSG00000176076",-3.30854232355335,3.34437118198651e-238,-2426.49176183078,733.40206185567,76.6359447004608,109623700,109625172
"ENSG00000144481","ENSG00000144481",-3.73299449536137,3.38073968179056e-306,-2432.02667148827,651.494845360825,47.2396313364055,233917373,234019522
"ENSG00000109944","ENSG00000109944",-3.35853864540927,5.88292971069261e-246,-2458.65803309807,732.061855670103,70.4470046082949,122882683,122963862
"ENSG00000184254","ENSG00000184254",-4.40158435101345,0,-2476.00464034071,562.525773195876,27.0599078341014,100877714,100916626
"ENSG00000204219","ENSG00000204219",-2.85954070892111,7.65616191908869e-175,-2499.53337760828,874.103092783505,122.465437788018,23380909,23424748
"ENSG00000149451","ENSG00000149451",-2.75248532387245,4.07096328613484e-161,-2558.5344250202,929.536082474227,137.995391705069,3667965,3682246
"ENSG00000204542","ENSG00000204542",-9.36051756585121,0,-2609.65439725066,278.79381443299,0.32258064516129,31111223,31112575
"ENSG00000167858","ENSG00000167858",-3.16564511583786,4.90096990608246e-217,-2724.31502407007,860.587628865979,87.7857142857143,6789133,6831761
"ENSG00000075891","ENSG00000075891",-4.92989674381254,0,-2757.38781380212,559.319587628866,16.1290322580645,100735603,100829944
"ENSG00000215217","ENSG00000215217",-2.92074962722372,4.79907743949821e-183,-2768.5093167573,947.876288659794,123.534562211982,7830378,7851151
"ENSG00000130876","ENSG00000130876",-3.13085857456695,2.45907020142089e-212,-2815.70699598889,899.340206185567,106.483870967742,33208664,33225850
"ENSG00000180347","ENSG00000180347",-5.65071049002555,0,-2839.8024223481,502.556701030928,9.14516129032258,31514071,31658720
"ENSG00000229108","ENSG00000229108",-5.85208814931058,0,-2863.60169079409,489.329896907216,8.69124423963134,15688378,15696886
"ENSG00000104415","ENSG00000104415",-3.5237667564371,3.70038771890306e-272,-2894.68357168224,821.474226804124,68.2926267281106,133191039,133231690
"ENSG00000173432","ENSG00000173432",-6.15173694044707,0,-2937.93003882691,477.577319587629,6.42626728110599,18266260,18269977
"ENSG00000164746","ENSG00000164746",-4.42743006280058,0,-2964.36982328501,669.546391752577,29.331797235023,48035511,48061304
"ENSG00000156966","ENSG00000156966",-3.20391475934371,6.6657403329634e-223,-2976.56893162657,929.041237113402,96.63133640553,231395710,231401164
"ENSG00000075429","ENSG00000075429",-3.39577268853091,2.99196019495627e-252,-3000.7077937879,883.659793814433,88.0552995391705,66835117,66894751
"ENSG00000164687","ENSG00000164687",-3.20870720052022,1.12584591157284e-223,-3042.38369738397,948.164948453608,101.165898617512,81280536,81284777
"ENSG00000162543","ENSG00000162543",-3.117432406813,1.17458039087954e-210,-3165.86509379308,1015.53608247423,122.534562211982,20186096,20196050
"ENSG00000125430","ENSG00000125430",-3.92592978577725,0,-3222.74314559072,820.886597938144,54.0069124423963,14301081,14349404
"ENSG00000133636","ENSG00000133636",-5.45048614325078,0,-3282.37266039169,602.216494845361,14.4009216589862,85874295,85882992
"ENSG00000269190","ENSG00000269190",-2.92906171974628,2.28273861260498e-184,-3293.86578816128,1124.54639175258,145.691244239631,38941401,38975742
"ENSG00000004838","ENSG00000004838",-2.91048592419888,8.68149100116254e-182,-3308.05230044254,1136.59793814433,143.891705069124,50341110,50345732
"ENSG00000198691","ENSG00000198691",-4.87259152605818,0,-3339.88521015006,685.443298969072,31.86866359447,93992834,94121148
"ENSG00000167244","ENSG00000167244",-3.8581385572831,0,-3376.26898386573,875.103092783505,62.4723502304147,2129112,2141238
"ENSG00000075213","ENSG00000075213",-2.52445003145973,4.60125926896178e-134,-3477.75523406148,1377.62886597938,239.442396313364,83955777,84492724
"ENSG00000123496","ENSG00000123496",-3.33119369732258,2.66740246254597e-242,-3546.89707477499,1064.75257731959,103.175115207373,115003975,115019977
"ENSG00000073792","ENSG00000073792",-3.33618344610171,4.89786246440385e-243,-3553.62006204248,1065.17525773196,100.158986175115,185643130,185825042
"ENSG00000144681","ENSG00000144681",-5.08770070028781,0,-3554.67682329799,698.680412371134,20.4907834101382,36380344,36548007
"ENSG00000168779","ENSG00000168779",-4.67078133084264,0,-3661.21842999267,783.855670103093,31.4677419354839,158095905,158106420
"ENSG00000198774","ENSG00000198774",-4.25580467445106,0,-3776.60984296287,887.40206185567,49.5783410138249,85800703,85836409
"ENSG00000112319","ENSG00000112319",-4.15805825791216,0,-3839.08803629232,923.288659793814,51.7396313364055,133240598,133532128
"ENSG00000188488","ENSG00000188488",-4.11217291163865,0,-3916.90828863857,952.515463917526,52.5760368663594,94561442,94593118
"ENSG00000164707","ENSG00000164707",-3.36605591892338,4.61955710334327e-248,-4033.54133748515,1198.29896907216,153.873271889401,135681237,135729258
"ENSG00000169515","ENSG00000169515",-3.44700745514908,1.55976468462245e-260,-4082.53612863244,1184.37113402062,104.63133640553,46410329,46413564
"ENSG00000258754","ENSG00000258754",-3.50098408155226,2.923869392487e-269,-4283.94127414106,1223.63917525773,104.808755760369,93718542,94070898
"ENSG00000142700","ENSG00000142700",-4.99810820783097,0,-4438.78383055256,888.092783505155,27.0552995391705,50417550,50423443
"ENSG00000138771","ENSG00000138771",-2.81607648855755,9.38304259839952e-170,-4482.99054776898,1591.92783505155,229.410138248848,76435229,76783253
"ENSG00000145358","ENSG00000145358",-3.81016278518817,5.82009330800988e-321,-4492.73184413883,1179.14432989691,81.0552995391705,100185870,100190782
"ENSG00000148848","ENSG00000148848",-3.20998319975424,2.01163857446347e-224,-4537.26161393715,1413.48453608247,150.47465437788,126012381,126388455
"ENSG00000130600","ENSG00000130600",-3.09746747776158,3.1655478603013e-208,-4699.52874950692,1517.21649484536,187.790322580645,1995176,2001470
"ENSG00000120093","ENSG00000120093",-6.1742587249034,0,-4757.55278222119,770.546391752577,10.5967741935484,48548870,48604912
"ENSG00000145247","ENSG00000145247",-2.78265264892642,1.78153064817038e-165,-4792.67453709474,1722.34020618557,249.714285714286,48885019,48906937
"ENSG00000164879","ENSG00000164879",-4.32964725718237,0,-4890.98379229913,1129.64948453608,48.9654377880184,85373436,85449040
"ENSG00000185686","ENSG00000185686",-7.47052774167235,0,-4907.82866327908,656.958762886598,3.86175115207373,22547701,22559361
"ENSG00000205364","ENSG00000205364",-2.6480548755123,9.72917467419172e-149,-5094.36618885929,1923.81443298969,311.331797235023,56632659,56633981
"ENSG00000171551","ENSG00000171551",-2.55783779229156,4.87528507995917e-138,-5165.4347589548,2019.45360824742,302.933179723502,232479827,232487834
"ENSG00000168140","ENSG00000168140",-3.17890472982858,6.25882870551713e-220,-5287.50173211621,1663.30927835052,179.430875576037,4371848,4383538
"ENSG00000134215","ENSG00000134215",-3.70295618023889,5.69047702041283e-303,-5356.30702731256,1446.49484536082,112.774193548387,107571161,107965180
"ENSG00000152760","ENSG00000152760",-4.48539572452178,0,-5612.80225193998,1251.35051546392,51.5230414746544,66752459,66779047
"ENSG00000127472","ENSG00000127472",-3.49750392637321,4.66339936519787e-269,-5821.57725707746,1664.49484536082,146.260368663594,20028179,20091911
"ENSG00000171189","ENSG00000171189",-2.94005823229931,2.48695957517395e-186,-6021.72421780793,2048.16494845361,265.693548387097,29536933,29940033
"ENSG00000163359","ENSG00000163359",-2.78693595190095,3.76842989976792e-166,-6254.45890203519,2244.20618556701,329.145161290323,237324003,237414207
"ENSG00000286404","ENSG00000286404",-8.37109539734452,0,-6561.3853923722,783.814432989691,2.0852534562212,54721724,54731047
"ENSG00000108846","ENSG00000108846",-2.87764881505657,5.90843555395477e-178,-6846.7571925332,2379.28865979381,299.228110599078,50634777,50692253
"ENSG00000166741","ENSG00000166741",-3.29223785395494,4.70602439994069e-237,-6901.75240336113,2096.37113402062,204.523041474654,114257787,114313536
"ENSG00000144810","ENSG00000144810",-3.86312136906477,0,-7443.55783629839,1926.82474226804,128.041474654378,99638475,99799226
"ENSG00000144191","ENSG00000144191",-2.60520236633823,9.35530810947857e-144,-7554.06626763941,2899.60824742268,473.223502304147,98346188,98398601
"ENSG00000106483","ENSG00000106483",-2.83615369191466,1.3604733702724e-172,-7778.28307421631,2742.54639175258,397.329493087558,37905932,38025695
"ENSG00000164309","ENSG00000164309",-3.46248650795414,9.28643595244901e-264,-8104.43156431879,2340.63917525773,208.158986175115,79689836,79800240
"ENSG00000131435","ENSG00000131435",-3.55680030369102,5.45731374047455e-279,-8368.01440520956,2352.68041237113,198.274193548387,132257696,132273454
"ENSG00000115112","ENSG00000115112",-3.36702363307219,9.64808632933476e-249,-8432.4850637343,2504.43298969072,246.271889400922,121216587,121285202
"ENSG00000106511","ENSG00000106511",-6.13276653781052,0,-8804.31344559591,1435.61855670103,20.1221198156682,15611212,15686683
"ENSG00000109113","ENSG00000109113",-2.86076195673736,7.31944610310946e-176,-9200.53486917174,3216.11340206186,441.617511520737,28714281,28718429
"ENSG00000129654","ENSG00000129654",-2.74034828092303,2.41984134183538e-160,-9868.30492074907,3601.11340206186,506.225806451613,76136333,76141245
"ENSG00000130635","ENSG00000130635",-3.04904844294233,1.30127674524155e-201,-10085.246377602,3307.67010309278,386.76267281106,134641803,134844843
"ENSG00000115107","ENSG00000115107",-2.76813159409851,6.67335997677058e-164,-10095.3759236773,3647,523.048387096774,119223831,119265652
"ENSG00000106538","ENSG00000106538",-4.11461104227991,0,-10377.8974220407,2522.20618556701,149.299539170507,150338317,150341662
"ENSG00000133067","ENSG00000133067",-4.74962358830657,0,-11408.5958591124,2402,91.8202764976959,202193901,202319781
"ENSG00000113296","ENSG00000113296",-2.50260440989726,6.70718483651256e-132,-11936.313633255,4769.55670103093,807.965437788018,79991311,80083287
"ENSG00000154997","ENSG00000154997",-9.16480627433667,0,-12058.9009237099,1315.78350515464,1.87557603686636,55793540,55862755
"ENSG00000183798","ENSG00000183798",-4.07609131752551,0,-13997.7177999823,3434.1030927835,206.479262672811,41359962,41366818
"ENSG00000142227","ENSG00000142227",-3.78523846107199,7.18577968493134e-318,-14681.4961366523,3878.61855670103,274.534562211982,48321509,48330553
"ENSG00000168743","ENSG00000168743",-3.22029407098805,1.19819567151025e-226,-15226.9447217653,4728.43298969072,507.709677419355,105894775,106004027
"ENSG00000170439","ENSG00000170439",-3.20953607296844,4.66812782311437e-225,-15519.5958728363,4835.46391752577,531.177419354839,55681678,55684611
"ENSG00000139219","ENSG00000139219",-5.84132415883445,0,-20220.6769832741,3461.65979381443,59.5322580645161,47972967,48004554
"ENSG00000114115","ENSG00000114115",-3.79839547813275,2.11064843903381e-320,-23875.1084681754,6285.57731958763,453.193548387097,139517434,139539829
"ENSG00000122176","ENSG00000122176",-4.60624292815036,0,-24051.7111410194,5221.54639175258,218.827188940092,203340628,203351758
"ENSG00000079931","ENSG00000079931",-4.66263787487556,0,-24654.1544135057,5287.59793814433,208.928571428571,132296055,132401475
"ENSG00000142173","ENSG00000142173",-2.91506233953368,2.47854885032645e-183,-28705.7908927618,9847.40206185567,1218.47465437788,46098112,46132848
"ENSG00000128591","ENSG00000128591",-2.71250211723326,4.74046559803944e-157,-34247.6043091575,12625.8350515464,1830.21658986175,128830406,128859274
"ENSG00000162493","ENSG00000162493",-3.80746574999054,0,-37102.6546713795,9744.71134020619,679.983870967742,13583465,13617957
"ENSG00000102265","ENSG00000102265",-3.48677259502162,3.021353398772e-268,-41334.1793773938,11854.5670103093,1017.95391705069,47582408,47586789
"ENSG00000135046","ENSG00000135046",-2.77539872023635,5.0407371218628e-165,-42965.1178295987,15480.7010309278,2164.58986175115,73151865,73170393
"ENSG00000132432","ENSG00000132432",-3.32265962956127,2.16981261284872e-242,-48497.6084615223,14596.0206185567,1535.02995391705,54752250,54759974
"ENSG00000108821","ENSG00000108821",-3.23048137170519,2.26419572533374e-228,-50116.422451231,15513.6082474227,1648.85253456221,50184101,50201632
"ENSG00000133110","ENSG00000133110",-6.33196824503058,0,-57529.5217973758,9085.56701030928,104.820276497696,37562583,37598844
"ENSG00000164692","ENSG00000164692",-3.03173642272625,1.73295235013674e-199,-57875.2857195801,19089.8144329897,2319.04608294931,94394895,94431227
"ENSG00000115457","ENSG00000115457",-3.82075530816477,0,-58961.1869094591,15431.8144329897,1116.32258064516,216632828,216664436
"ENSG00000168542","ENSG00000168542",-3.59920708782509,1.0133323651304e-286,-59520.7184002345,16537.175257732,1392.90783410138,188974373,189012746
"ENSG00000012223","ENSG00000012223",-4.98702332361144,0,-77995.7594659933,15639.7422680412,433.421658986175,46435645,46485234
"ENSG00000240583","ENSG00000240583",-2.59541178500896,7.62010641687478e-143,-193665.747658102,74618.5051546392,12216.3640552995,30911853,30925517
"ENSG00000146648","ENSG00000146648",-2.52487074899764,1.35861808422885e-134,-298715.870508595,118309.371134021,21598.6290322581,55019017,55211628
"ENSG00000133048","ENSG00000133048",-5.07143343753643,0,-514935.156826457,101536.412371134,2844.20276497696,203178931,203186704
"ENSG00000118271","ENSG00000118271",-14.4402414373956,0,-688705.729428662,47693.5051546392,2.80645161290323,31557009,31598833
